,state,mobility_type,t,h(t),f(t),S(t),F(t),f(t)_poly,h(t)_poly,f(t)_ma,h(t)_ma,Qmax,Delta
309,Alaska,retail_and_recreation_percent_change_from_baseline,59.0,0.030769230748980973,0.016565433453887307,0.538376587605653,0.46162341239434695,0.010573875898885083,0.019640296666522533,0.0016433961716350112,0.0030525030424219646,0.4478188845268444,0.9484630958926079
310,Alaska,retail_and_recreation_percent_change_from_baseline,60.0,0.036476868347791944,0.018866188119944755,0.5172096447552297,0.4827903552447704,0.01119278734492614,0.02164071659998364,0.004272830057294654,0.008261311637598672,0.4478188845268444,0.9484630958926079
311,Alaska,retail_and_recreation_percent_change_from_baseline,61.0,0.030330882258799107,0.015184980628484307,0.5006442113657635,0.49935578863423646,0.011767259482660422,0.02350423557392024,0.005784754537407586,0.011554621837385684,0.4478188845268444,0.9484630958926079
312,Alaska,retail_and_recreation_percent_change_from_baseline,62.0,0.02930056718004156,0.014264678852250967,0.486839683498261,0.513160316501739,0.012297292312087928,0.02525942877894393,0.007033735634476369,0.014447745064523882,0.4478188845268444,0.9484630958926079
313,Alaska,retail_and_recreation_percent_change_from_baseline,63.0,0.06627680316306263,0.03129026322646555,0.4721148536612616,0.5278851463387384,0.01278288583320866,0.02707579677715515,0.012752754326122924,0.02701197436857794,0.4478188845268444,0.9484630958926079
314,Alaska,retail_and_recreation_percent_change_from_baseline,64.0,0.07809110624390057,0.03313086690777456,0.4242591570453299,0.5757408429546701,0.013224040046022617,0.031169722153126554,0.019326339031069006,0.04555314531255736,0.4478188845268444,0.9484630958926079
315,Alaska,retail_and_recreation_percent_change_from_baseline,65.0,0.03287981857142855,0.013344376947175274,0.4058531198457125,0.5941468801542875,0.013620754950529801,0.033560798930676726,0.020378112590854675,0.05021056040816327,0.4478188845268444,0.9484630958926079
316,Alaska,retail_and_recreation_percent_change_from_baseline,66.0,0.01388888893389913,0.005521811172769453,0.39757040315097936,0.6024295968490206,0.013973030546730209,0.03514605321720561,0.018800452264980696,0.04728835978728811,0.4478188845268444,0.9484630958926079
317,Alaska,retail_and_recreation_percent_change_from_baseline,67.0,0.008158508159268862,0.0032210565067120056,0.3948094975001736,0.6051905024998264,0.014280866834623844,0.03617153823564633,0.016565433463090303,0.04195804196195412,0.4478188845268444,0.9484630958926079
318,Alaska,retail_and_recreation_percent_change_from_baseline,68.0,0.012941176375252718,0.005061660188021122,0.39112829013755535,0.6088717098624447,0.014544263814210706,0.03718540484273243,0.015119244828738419,0.038655462184597165,0.4478188845268444,0.9484630958926079
319,Alaska,retail_and_recreation_percent_change_from_baseline,69.0,0.026315789447242482,0.010123320440463268,0.38468617712413133,0.6153138228758687,0.014763221485490792,0.03837731211414692,0.014527622198483034,0.03776486669495076,0.4478188845268444,0.9484630958926079
320,Alaska,retail_and_recreation_percent_change_from_baseline,70.0,0.0446650123754841,0.01656543345388728,0.3708816492566288,0.6291183507433712,0.014937739848464105,0.04027629805466068,0.012424075088114708,0.03349875927540961,0.4478188845268444,0.9484630958926079
321,Alaska,retail_and_recreation_percent_change_from_baseline,71.0,0.06413612564437642,0.022547395546983984,0.3515553102163568,0.6484446897836432,0.015067818903130638,0.042860450305408526,0.01091215060800177,0.03103964096371104,0.4478188845268444,0.9484630958926079
322,Alaska,retail_and_recreation_percent_change_from_baseline,72.0,0.0762711864842476,0.02484815021304143,0.32578685816266084,0.6742131418373392,0.015153458649490402,0.046513412895017675,0.012555546788839791,0.03853914445674473,0.4478188845268444,0.9484630958926079
323,Alaska,retail_and_recreation_percent_change_from_baseline,73.0,0.07621951237340141,0.02300754653173248,0.3018590097902739,0.6981409902097261,0.01519465908754339,0.05033694073965313,0.015053508982977368,0.04986933798476404,0.4478188845268444,0.9484630958926079
324,Alaska,retail_and_recreation_percent_change_from_baseline,74.0,0.07565789485045883,0.02116694278600223,0.2797717650991959,0.7202282349008041,0.015191420217289605,0.0542993329291229,0.01761720702287597,0.06296992484795459,0.4478188845268444,0.9484630958926079
325,Alaska,retail_and_recreation_percent_change_from_baseline,75.0,0.08333333316784862,0.021627093641908346,0.25952512421826945,0.7404748757817305,0.015143742038729044,0.058351737945774536,0.01998369751628843,0.07700101320241143,0.4478188845268444,0.9484630958926079
326,Alaska,retail_and_recreation_percent_change_from_baseline,76.0,0.08754863800193803,0.020706791801253843,0.2365175778153792,0.7634824221846208,0.015051624551861707,0.06363850285838248,0.02149562199640137,0.09088382434383128,0.4478188845268444,0.9484630958926079
327,Alaska,retail_and_recreation_percent_change_from_baseline,77.0,0.07594936704000423,0.01656543345388728,0.21811154061576177,0.7818884593842382,0.0149150677566876,0.06838275367997546,0.02149562199640137,0.0985533453925271,0.4478188845268444,0.9484630958926079
328,Alaska,retail_and_recreation_percent_change_from_baseline,78.0,0.045248868811244757,0.009203018599808765,0.20338671090760463,0.7966132890923954,0.014734071653206714,0.07244363010472286,0.019589282432519197,0.09631544924986912,0.4478188845268444,0.9484630958926079
329,Alaska,retail_and_recreation_percent_change_from_baseline,79.0,0.048387096774193575,0.009663169520136017,0.19970550341614424,0.8002944965838558,0.014508636241419058,0.07265015732283608,0.017419999476389853,0.08722843976958532,0.4478188845268444,0.9484630958926079
330,Alaska,retail_and_recreation_percent_change_from_baseline,80.0,0.07249999992824996,0.013344376947175274,0.1840603718673326,0.8159396281326674,0.014238761521324627,0.07735919131787732,0.016039546678595966,0.08714285707385717,0.4478188845268444,0.9484630958926079
331,Alaska,retail_and_recreation_percent_change_from_baseline,81.0,0.05585106382384566,0.009663169520136017,0.1730167495217937,0.8269832504782063,0.013924447492923422,0.08048034384768891,0.014396150497757934,0.08320668685285035,0.4478188845268444,0.9484630958926079
332,Alaska,retail_and_recreation_percent_change_from_baseline,82.0,0.036312849205705315,0.00598196209309676,0.16473403282706056,0.8352659671729394,0.013565694156215438,0.08234906851613862,0.012161131705070565,0.0738228251707857,0.4478188845268444,0.9484630958926079
333,Alaska,retail_and_recreation_percent_change_from_baseline,83.0,0.042857143199999954,0.006902263998172398,0.16105282533560017,0.8389471746643998,0.013162501511200684,0.08172785223589095,0.01018905630463036,0.06326530617142861,0.4478188845268444,0.9484630958926079
334,Alaska,retail_and_recreation_percent_change_from_baseline,84.0,0.11890243908008635,0.01794588625352178,0.15092950483071577,0.8490704951692842,0.012714869557879151,0.0842437638163611,0.010386263847435287,0.06881533109834712,0.4478188845268444,0.9484630958926079
335,Alaska,retail_and_recreation_percent_change_from_baseline,85.0,0.11764705858434268,0.014724829714599208,0.1251610528285566,0.8748389471714434,0.012222798296250845,0.09765656344384877,0.011175094006691064,0.0892857143188026,0.4478188845268444,0.9484630958926079
336,Alaska,retail_and_recreation_percent_change_from_baseline,86.0,0.030303030278925603,0.0036812074334813816,0.12147984540151735,0.8785201545984826,0.01168628772631577,0.09619939577376019,0.010320527994311832,0.08495670998098688,0.4478188845268444,0.9484630958926079
337,Alaska,retail_and_recreation_percent_change_from_baseline,87.0,0.062500000006836,0.007362414873404888,0.11779863796159384,0.8822013620384062,0.011105337848073918,0.09427390706923637,0.009465961983773205,0.080357142897182,0.4478188845268444,0.9484630958926079
338,Alaska,retail_and_recreation_percent_change_from_baseline,88.0,0.09913793103968502,0.010583471380116893,0.10675501565470757,0.8932449843452924,0.01047994866152529,0.09816820874648204,0.009597433678056187,0.08990147787621039,0.4478188845268444,0.9484630958926079
339,Alaska,retail_and_recreation_percent_change_from_baseline,89.0,0.13333333333333292,0.012884226026847967,0.09663169520136006,0.9033683047986399,0.009810120166669885,0.10152072926204662,0.010583471382877787,0.10952380956190479,0.4478188845268444,0.9484630958926079
340,Alaska,retail_and_recreation_percent_change_from_baseline,90.0,0.10795454543827408,0.008742867660155085,0.08098656360101164,0.9190134363989884,0.009095852363507706,0.112313104286278,0.01084641476316103,0.13392857136891215,0.4478188845268444,0.9484630958926079
341,Alaska,retail_and_recreation_percent_change_from_baseline,91.0,0.05813953494050848,0.004601509299904383,0.07914595988104989,0.9208540401189501,0.008337145252038753,0.10533886081574881,0.008940075198358544,0.11295681057876825,0.4478188845268444,0.9484630958926079
342,Alaska,retail_and_recreation_percent_change_from_baseline,92.0,0.14102564108777133,0.010123320453347517,0.07178354500120288,0.9282164549987971,0.007533998832263036,0.10495439911941921,0.008282716732465445,0.11538461540631145,0.4478188845268444,0.9484630958926079
343,Alaska,retail_and_recreation_percent_change_from_baseline,93.0,0.17187499996923822,0.010123320446905393,0.05889931897435485,0.9411006810256451,0.006686413104180534,0.11352275748878934,0.009203018591526018,0.15625000003027323,0.4478188845268444,0.9484630958926079
344,Alaska,retail_and_recreation_percent_change_from_baseline,94.0,0.1428571427499998,0.007362414866962763,0.05153690410739209,0.9484630958926079,0.005794388067791258,0.11243182275204132,0.009203018590605714,0.17857142857142824,0.4478188845268444,0.9484630958926079
557,Arizona,retail_and_recreation_percent_change_from_baseline,57.0,-0.006023633282504786,-0.0032768324500244694,0.5439960064537455,0.4560039935462546,0.005727266448034748,0.010528140611491276,-0.0032768324500244694,-0.006023633282504786,0.4560039935462546,0.6171544266860199
558,Arizona,retail_and_recreation_percent_change_from_baseline,58.0,-0.0015924378866285097,-0.0008714980029931041,0.5472728389037699,0.4527271610962301,0.006360551894099075,0.011622268532163511,-0.0020741652265087868,-0.0037900021325076197,0.4560039935462546,0.6171544266860199
559,Arizona,retail_and_recreation_percent_change_from_baseline,59.0,0.01784710520958874,0.009739861393874838,0.5457390024597316,0.4542609975402684,0.0069335197523549075,0.012704827254611532,0.0018638436469524215,0.003415265609662833,0.4560039935462546,0.6171544266860199
560,Arizona,retail_and_recreation_percent_change_from_baseline,60.0,0.02615518753543043,0.013804527931923716,0.5277931161160202,0.4722068838839798,0.007446170022802246,0.014108122662906083,0.004849014718195245,0.00918733983095249,0.4560039935462546,0.6171544266860199
561,Arizona,retail_and_recreation_percent_change_from_baseline,61.0,0.015541740676611918,0.008052641266780014,0.5181299465958842,0.4818700534041158,0.007898502705441091,0.015244250515405035,0.0054897400279121985,0.010595295763118523,0.4560039935462546,0.6171544266860199
562,Arizona,retail_and_recreation_percent_change_from_baseline,62.0,0.015287769731865554,0.007822565774405793,0.5116878335824602,0.48831216641753983,0.00829051780027144,0.016202296119154056,0.005878544318994465,0.0114885364340935,0.4560039935462546,0.6171544266860199
563,Arizona,retail_and_recreation_percent_change_from_baseline,63.0,0.04798534794871791,0.024111908688980943,0.5024848150470727,0.4975151849529274,0.008622215307293297,0.01715915595675378,0.00848331065756396,0.01688272043956044,0.4560039935462546,0.6171544266860199
564,Arizona,retail_and_recreation_percent_change_from_baseline,64.0,0.060795604926957805,0.02817657522702985,0.4634640162044983,0.5365359837955017,0.008893595226506658,0.019189397484059387,0.012976654611428865,0.027999271049563127,0.4560039935462546,0.6171544266860199
565,Arizona,retail_and_recreation_percent_change_from_baseline,65.0,0.02939558541930599,0.01311430145480108,0.4461316645930129,0.5538683354069871,0.009104657557911526,0.020408005708846787,0.014974625962542319,0.03356548559762741,0.4560039935462546,0.6171544266860199
566,Arizona,retail_and_recreation_percent_change_from_baseline,66.0,0.005086648494411244,0.0022240628567397613,0.4372354132948961,0.5627645867051039,0.0092554023015079,0.021168007027979538,0.013900940457237308,0.03179280551061341,0.4560039935462546,0.6171544266860199
567,Arizona,retail_and_recreation_percent_change_from_baseline,67.0,-0.005209056709409833,-0.0023007546016363123,0.4416835388795334,0.5583164611204666,0.00934582945729578,0.021159560261186913,0.011600185809585875,0.02626356834355504,0.4560039935462546,0.6171544266860199
568,Arizona,retail_and_recreation_percent_change_from_baseline,68.0,0.003818648865137978,0.0016872200626736888,0.44183692249816875,0.5581630775018313,0.009375939025275164,0.02122036106050875,0.010690839923284972,0.024196347971189032,0.4560039935462546,0.6171544266860199
569,Arizona,retail_and_recreation_percent_change_from_baseline,69.0,0.00969344905487978,0.004248726919063972,0.438309098754186,0.561690901245814,0.009345731005446056,0.021322238192201803,0.010180291515378997,0.023226283789943278,0.4560039935462546,0.6171544266860199
570,Arizona,retail_and_recreation_percent_change_from_baseline,70.0,0.011255840338082794,0.004877599871427052,0.4333394686600408,0.5666605313399592,0.009255205397808452,0.02135786390846677,0.007432533112871299,0.017151756649016886,0.4560039935462546,0.6171544266860199
571,Arizona,retail_and_recreation_percent_change_from_baseline,71.0,0.012920544030804303,0.005537149521748774,0.4285538990113319,0.5714461009886681,0.009104362202362354,0.021244380749693318,0.004198329440688288,0.009796502727833716,0.4560039935462546,0.6171544266860199
572,Arizona,retail_and_recreation_percent_change_from_baseline,72.0,0.015619324317107941,0.006595496632059383,0.42226516961654326,0.5777348303834567,0.008893201419107762,0.021060703223956718,0.0032670716088680457,0.007737014189057686,0.4560039935462546,0.6171544266860199
573,Arizona,retail_and_recreation_percent_change_from_baseline,73.0,0.01938700147595942,0.008052641266780014,0.41536290574721313,0.5846370942527869,0.008621723048044677,0.020757084777550637,0.004099725667445224,0.00987022579705345,0.4560039935462546,0.6171544266860199
574,Arizona,retail_and_recreation_percent_change_from_baseline,74.0,0.023791540788373613,0.009663169520136017,0.40615988708298323,0.5938401129170168,0.008289927089173097,0.020410501757598152,0.005808857684841272,0.014301899004749463,0.4560039935462546,0.6171544266860199
575,Arizona,retail_and_recreation_percent_change_from_baseline,75.0,0.02943454686881891,0.011657156884501585,0.3960365667069411,0.6039634332930589,0.007897813542493023,0.01994213213230192,0.007233134373673828,0.01826380435982872,0.4560039935462546,0.6171544266860199
576,Arizona,retail_and_recreation_percent_change_from_baseline,76.0,0.034455128418431034,0.013190993392961037,0.38284557331398006,0.6171544266860199,0.0074453824080044535,0.019447482031869627,0.00851060101280198,0.022229853512821602,0.4560039935462546,0.6171544266860199
806,Arkansas,retail_and_recreation_percent_change_from_baseline,56.0,-0.059628685843438875,-0.025124240752353755,0.42134486777588864,0.5786551322241114,-0.0019888074228203733,-0.004720141563177199,-0.025124240752353755,-0.059628685843438875,0.5786551322241114,0.8259709184148336
807,Arkansas,retail_and_recreation_percent_change_from_baseline,57.0,-0.015081764533123751,-0.006733541966136625,0.4464691085282424,0.5535308914717576,0.00010874990312609431,0.00024357766539454787,-0.01592889135924519,-0.0356774770190793,0.5786551322241114,0.8259709184148336
808,Arkansas,retail_and_recreation_percent_change_from_baseline,58.0,0.0229293072158228,0.009969936821827952,0.4348119517081619,0.5651880482918381,0.002052335263130038,0.004720052553908474,-0.00729594863222081,-0.016779549420292205,0.5786551322241114,0.8259709184148336
809,Arkansas,retail_and_recreation_percent_change_from_baseline,59.0,0.03290420025645924,0.014034603359876774,0.4265292348845865,0.5734707651154135,0.0038419486571914566,0.009007468522599723,-0.0019633106341964135,-0.0046029919490223475,0.5786551322241114,0.8259709184148336
810,Arkansas,retail_and_recreation_percent_change_from_baseline,60.0,0.0384644391118948,0.015645131548811586,0.40674274498840834,0.5932572550115917,0.005477590085310352,0.013466964445712378,0.0015583778024051865,0.0038313598007743157,0.5786551322241114,0.8259709184148336
811,Arkansas,retail_and_recreation_percent_change_from_baseline,61.0,0.017657559707524632,0.006978955743068949,0.3952389717869633,0.6047610282130367,0.0069592595474867215,0.017607726070185743,0.00246180745918248,0.006228655661287906,0.5786551322241114,0.8259709184148336
812,Arkansas,retail_and_recreation_percent_change_from_baseline,62.0,0.033895657656903215,0.013313700249216687,0.39278483350227045,0.6072151664977296,0.008286957043720568,0.02109795576837787,0.004012077857758796,0.01021444189172239,0.5786551322241114,0.8259709184148336
813,Arkansas,retail_and_recreation_percent_change_from_baseline,63.0,0.08996338219723767,0.033161543670154336,0.36861157128852995,0.63138842871147,0.009460682574011886,0.025665723246128258,0.012338618489545665,0.03347322615623381,0.5786551322241114,0.8259709184148336
814,Arkansas,retail_and_recreation_percent_change_from_baseline,64.0,0.0842886675091683,0.0275170255767081,0.3264617461619618,0.6735382538380382,0.010480436138360685,0.03210310629522029,0.017231556709952054,0.052782774436926715,0.5786551322241114,0.8259709184148336
815,Arkansas,retail_and_recreation_percent_change_from_baseline,65.0,0.050381529980404564,0.01579851523186815,0.31357752013511375,0.6864224798648862,0.011346217736766955,0.03618313497688902,0.018064210768529227,0.05760684235510808,0.5786551322241114,0.8259709184148336
816,Arkansas,retail_and_recreation_percent_change_from_baseline,66.0,-0.0002600915105630171,-7.669180931768604e-05,0.2948647156982255,0.7051352843017745,0.012058027369230706,0.04089342239771848,0.016048311458644302,0.05442601506471424,0.5786551322241114,0.8259709184148336
817,Arkansas,retail_and_recreation_percent_change_from_baseline,67.0,-0.024933998151950756,-0.00782256577440582,0.3137309037537491,0.6862690962462509,0.012615865035751926,0.04021237590815809,0.012695783269613245,0.0404671108829569,0.5786551322241114,0.8259709184148336
818,Arkansas,retail_and_recreation_percent_change_from_baseline,68.0,0.015066192531120366,0.004678201141432636,0.3105098472470371,0.6894901527529629,0.013019730736330623,0.04193017017580224,0.012367104040808057,0.039828379519857765,0.5786551322241114,0.8259709184148336
819,Arkansas,retail_and_recreation_percent_change_from_baseline,69.0,0.010683329874732132,0.0032517332046705927,0.30437450147088385,0.6956254985291161,0.0132696244709668,0.04359637356888175,0.010929680177301473,0.0359086589858349,0.5786551322241114,0.8259709184148336
