,state,mobility_type,t,h(t),f(t),S(t),F(t),f(t)_poly_2,f(t)_poly_3,f(t)_poly_4,h(t)_poly,f(t)_ma,h(t)_ma,Qmax,Mass,Delta
537,Alaska,grocery_and_pharmacy_percent_change_from_baseline,37,0.0375,0.033898305,0.903954802,0.096045198,0.008146662,0.012610452,0.017771725,0.009012245,0.005911279,0.006539352,-16.28571429,37.92857143,0.781544256
538,Alaska,grocery_and_pharmacy_percent_change_from_baseline,38,0.059360731,0.048964218,0.824858757,0.175141243,0.00850259,0.013010424,0.01790842,0.010307935,0.008177223,0.009913482,-16.28571429,37.92857143,0.781544256
539,Alaska,grocery_and_pharmacy_percent_change_from_baseline,39,0.01635514,0.013182674,0.806026365,0.193973635,0.008844819,0.013376896,0.017978542,0.010973362,0.008427495,0.010455607,-16.28571429,37.92857143,0.781544256
540,Alaska,grocery_and_pharmacy_percent_change_from_baseline,40,-0.003537736,-0.002824859,0.798493409,0.201506591,0.00917335,0.013710574,0.017986848,0.011488323,0.008568738,0.010731132,-16.28571429,37.92857143,0.781544256
541,Alaska,grocery_and_pharmacy_percent_change_from_baseline,41,-0.011600928,-0.009416196,0.811676083,0.188323917,0.009488182,0.014012166,0.01793796,0.011689616,0.008050847,0.009918794,-16.28571429,37.92857143,0.781544256
542,Alaska,grocery_and_pharmacy_percent_change_from_baseline,42,-0.001152074,-0.00094162,0.8173258,0.1826742,0.009789315,0.01428238,0.017836363,0.01197725,0.007485876,0.009158986,-16.28571429,37.92857143,0.781544256
543,Alaska,grocery_and_pharmacy_percent_change_from_baseline,43,0.012731481,0.010357815,0.813559322,0.186440678,0.01007675,0.014521922,0.017686409,0.012386005,0.006638418,0.008159722,-16.28571429,37.92857143,0.781544256
544,Alaska,grocery_and_pharmacy_percent_change_from_baseline,44,0.028368794,0.02259887,0.796610169,0.203389831,0.010350486,0.014731501,0.017492315,0.012993164,0.006497175,0.008156028,-16.28571429,37.92857143,0.781544256
545,Alaska,grocery_and_pharmacy_percent_change_from_baseline,45,0.029411765,0.02259887,0.768361582,0.231638418,0.010610524,0.014911822,0.017258162,0.013809285,0.007438795,0.009681373,-16.28571429,37.92857143,0.781544256
546,Alaska,grocery_and_pharmacy_percent_change_from_baseline,46,0.030075188,0.02259887,0.751412429,0.248587571,0.010856863,0.015063594,0.016987897,0.014448607,0.009180791,0.012218045,-16.28571429,37.92857143,0.781544256
547,Alaska,grocery_and_pharmacy_percent_change_from_baseline,47,0.045572917,0.032956685,0.723163842,0.276836158,0.011089503,0.015187524,0.016685331,0.015334704,0.011158192,0.015429688,-16.28571429,37.92857143,0.781544256
548,Alaska,grocery_and_pharmacy_percent_change_from_baseline,48,0.049450549,0.033898305,0.685499058,0.314500942,0.011308445,0.015284319,0.016354141,0.01649666,0.012288136,0.017925824,-16.28571429,37.92857143,0.781544256
549,Alaska,grocery_and_pharmacy_percent_change_from_baseline,49,0.061781609,0.040489642,0.655367232,0.344632768,0.011513688,0.015354686,0.01599787,0.0175683,0.013182674,0.020114943,-16.28571429,37.92857143,0.781544256
550,Alaska,grocery_and_pharmacy_percent_change_from_baseline,50,0.079439252,0.048022599,0.604519774,0.395480226,0.011705232,0.015399333,0.015619923,0.019362861,0.016384181,0.027102804,-16.28571429,37.92857143,0.781544256
551,Alaska,grocery_and_pharmacy_percent_change_from_baseline,51,0.062289562,0.034839925,0.559322034,0.440677966,0.011883078,0.015418966,0.015223574,0.021245503,0.019821092,0.03543771,-16.28571429,37.92857143,0.781544256
552,Alaska,grocery_and_pharmacy_percent_change_from_baseline,52,0.047535211,0.025423729,0.534839925,0.465160075,0.012047225,0.015414294,0.01481196,0.022524918,0.020951036,0.039172535,-16.28571429,37.92857143,0.781544256
553,Alaska,grocery_and_pharmacy_percent_change_from_baseline,53,0.072222222,0.036723164,0.508474576,0.491525424,0.012197674,0.015386023,0.014388082,0.023988759,0.021845574,0.042962963,-16.28571429,37.92857143,0.781544256
554,Alaska,grocery_and_pharmacy_percent_change_from_baseline,54,0.071428571,0.032956685,0.461393597,0.538606403,0.012334424,0.015334861,0.013954808,0.026732976,0.022410546,0.048571429,-16.28571429,37.92857143,0.781544256
555,Alaska,grocery_and_pharmacy_percent_change_from_baseline,55,0.038297872,0.016949153,0.442561205,0.557438795,0.012457475,0.015261515,0.01351487,0.028148593,0.022881356,0.051702128,-16.28571429,37.92857143,0.781544256
556,Alaska,grocery_and_pharmacy_percent_change_from_baseline,56,0.015418502,0.006591337,0.427495292,0.572504708,0.012566828,0.015166693,0.013070866,0.029396413,0.023493409,0.054955947,-16.28571429,37.92857143,0.781544256
557,Alaska,grocery_and_pharmacy_percent_change_from_baseline,57,0.043859649,0.018832392,0.429378531,0.570621469,0.012662482,0.015051101,0.012625258,0.029490254,0.022740113,0.052960526,-16.28571429,37.92857143,0.781544256
558,Alaska,grocery_and_pharmacy_percent_change_from_baseline,58,0.147342995,0.057438795,0.389830508,0.610169492,0.012744438,0.014915447,0.012180375,0.032692253,0.023163842,0.05942029,-16.28571429,37.92857143,0.781544256
559,Alaska,grocery_and_pharmacy_percent_change_from_baseline,59,0.098802395,0.031073446,0.314500942,0.685499058,0.012812694,0.014760438,0.011738408,0.040739765,0.02405838,0.076497006,-16.28571429,37.92857143,0.781544256
560,Alaska,grocery_and_pharmacy_percent_change_from_baseline,60,-0.060344828,-0.019774011,0.327683616,0.672316384,0.012867253,0.014586781,0.011301415,0.039267306,0.023210923,0.070833333,-16.28571429,37.92857143,0.781544256
561,Alaska,grocery_and_pharmacy_percent_change_from_baseline,61,-0.026595745,-0.009416196,0.354048964,0.645951036,0.012908112,0.014395184,0.01087132,0.036458551,0.023210923,0.065558511,-16.28571429,37.92857143,0.781544256
562,Alaska,grocery_and_pharmacy_percent_change_from_baseline,62,0.024456522,0.008474576,0.346516007,0.653483993,0.012935273,0.014186355,0.01044991,0.037329512,0.023681733,0.068342391,-16.28571429,37.92857143,0.781544256
563,Alaska,grocery_and_pharmacy_percent_change_from_baseline,63,0.025139665,0.008474576,0.337099812,0.662900188,0.012948736,0.013960999,0.010038839,0.038412172,0.023587571,0.069972067,-16.28571429,37.92857143,0.781544256
564,Alaska,grocery_and_pharmacy_percent_change_from_baseline,64,-0.04,-0.013182674,0.329566855,0.670433145,0.0129485,0.013719825,0.009639624,0.039289447,0.021798493,0.066142857,-16.28571429,37.92857143,0.781544256
565,Alaska,grocery_and_pharmacy_percent_change_from_baseline,65,-0.093264249,-0.033898305,0.36346516,0.63653484,0.012934565,0.01346354,0.009253649,0.035586808,0.018973635,0.052202073,-16.28571429,37.92857143,0.781544256
566,Alaska,grocery_and_pharmacy_percent_change_from_baseline,66,-0.021327014,-0.008474576,0.397363465,0.602636535,0.012906931,0.013192851,0.008882162,0.032481424,0.017419962,0.043838863,-16.28571429,37.92857143,0.781544256
567,Alaska,grocery_and_pharmacy_percent_change_from_baseline,67,0.044554455,0.016949153,0.380414313,0.619585687,0.012865599,0.012908465,0.008526276,0.033819966,0.016619586,0.043688119,-16.28571429,37.92857143,0.781544256
568,Alaska,grocery_and_pharmacy_percent_change_from_baseline,68,0.044041451,0.016007533,0.36346516,0.63653484,0.012810569,0.01261109,0.008186971,0.035245657,0.015725047,0.043264249,-16.28571429,37.92857143,0.781544256
569,Alaska,grocery_and_pharmacy_percent_change_from_baseline,69,0.045945946,0.016007533,0.348399247,0.651600753,0.012741839,0.012301433,0.007865088,0.036572522,0.014500942,0.041621622,-16.28571429,37.92857143,0.781544256
570,Alaska,grocery_and_pharmacy_percent_change_from_baseline,70,0.056818182,0.018832392,0.331450094,0.668549906,0.012659411,0.011980202,0.007561338,0.038194019,0.013041431,0.039346591,-16.28571429,37.92857143,0.781544256
571,Alaska,grocery_and_pharmacy_percent_change_from_baseline,71,0.03030303,0.009416196,0.310734463,0.689265537,0.012563285,0.011648102,0.007276294,0.040430935,0.011770245,0.037878788,-16.28571429,37.92857143,0.781544256
572,Alaska,grocery_and_pharmacy_percent_change_from_baseline,72,-0.024096386,-0.007532957,0.312617702,0.687382298,0.01245346,0.011305843,0.007010394,0.039836067,0.010122411,0.032379518,-16.28571429,37.92857143,0.781544256
573,Alaska,grocery_and_pharmacy_percent_change_from_baseline,73,-0.040462428,-0.013182674,0.325800377,0.674199623,0.012329936,0.010954131,0.006763943,0.037845063,0.007627119,0.023410405,-16.28571429,37.92857143,0.781544256
574,Alaska,grocery_and_pharmacy_percent_change_from_baseline,74,-0.008333333,-0.002824859,0.338983051,0.661016949,0.012192713,0.010593673,0.006537108,0.035968505,0.005838041,0.017222222,-16.28571429,37.92857143,0.781544256
575,Alaska,grocery_and_pharmacy_percent_change_from_baseline,75,-0.002840909,-0.00094162,0.331450094,0.668549906,0.012041792,0.010225177,0.006329926,0.036330635,0.004943503,0.014914773,-16.28571429,37.92857143,0.781544256
576,Alaska,grocery_and_pharmacy_percent_change_from_baseline,76,0.002762431,0.00094162,0.34086629,0.65913371,0.011877173,0.009849349,0.006142294,0.034844081,0.004661017,0.013674033,-16.28571429,37.92857143,0.781544256
577,Alaska,grocery_and_pharmacy_percent_change_from_baseline,77,0,0,0.329566855,0.670433145,0.011698855,0.009466898,0.005973976,0.035497667,0.003719397,0.011285714,-16.28571429,37.92857143,0.781544256
578,Alaska,grocery_and_pharmacy_percent_change_from_baseline,78,-0.016574586,-0.005649718,0.34086629,0.65913371,0.011506838,0.009078531,0.005824603,0.033757629,0.000564972,0.001657459,-16.28571429,37.92857143,0.781544256
579,Alaska,grocery_and_pharmacy_percent_change_from_baseline,79,0.019337017,0.006591337,0.34086629,0.65913371,0.011301122,0.008684954,0.005693668,0.033154121,-0.000659134,-0.001933702,-16.28571429,37.92857143,0.781544256
580,Alaska,grocery_and_pharmacy_percent_change_from_baseline,80,0.109195402,0.035781544,0.327683616,0.672316384,0.011081708,0.008286875,0.005580531,0.033818316,0.002118644,0.006465517,-16.28571429,37.92857143,0.781544256
581,Alaska,grocery_and_pharmacy_percent_change_from_baseline,81,0.143356643,0.038606403,0.269303201,0.730696799,0.010848595,0.007885002,0.005484417,0.040283945,0.004519774,0.016783217,-16.28571429,37.92857143,0.781544256
582,Alaska,grocery_and_pharmacy_percent_change_from_baseline,82,0.078947368,0.019774011,0.25047081,0.74952919,0.010601784,0.007480041,0.005404414,0.042327423,0.005084746,0.020300752,-16.28571429,37.92857143,0.781544256
583,Alaska,grocery_and_pharmacy_percent_change_from_baseline,83,0.049180328,0.011299435,0.229755179,0.770244821,0.010341274,0.0070727,0.005339478,0.045009971,0.005225989,0.022745902,-16.28571429,37.92857143,0.781544256
584,Alaska,grocery_and_pharmacy_percent_change_from_baseline,84,0.024793389,0.005649718,0.22787194,0.77212806,0.010067065,0.006663687,0.005288428,0.04417861,0.006167608,0.027066116,-16.28571429,37.92857143,0.781544256
585,Alaska,grocery_and_pharmacy_percent_change_from_baseline,85,0.047413793,0.010357815,0.218455744,0.781544256,0.009779158,0.006253707,0.00524995,0.04476494,0.008380414,0.038362069,-16.28571429,37.92857143,0.781544256
586,Alaska,grocery_and_pharmacy_percent_change_from_baseline,86,0.072727273,0.015065913,0.207156309,0.792843691,0.009477552,0.00584347,0.005222593,0.04575073,0.009557439,0.046136364,-16.28571429,37.92857143,0.781544256
587,Alaska,grocery_and_pharmacy_percent_change_from_baseline,87,-0.045000001,-0.008474576,0.188323917,0.811676083,0.009162248,0.005433682,0.005204773,0.048651537,0.008286252,0.044,-16.28571429,37.92857143,0.781544256
588,Alaska,grocery_and_pharmacy_percent_change_from_baseline,88,-0.117647059,-0.026365348,0.224105461,0.775894539,0.008833245,0.00502505,0.005194768,0.039415572,0.006167608,0.027521008,-16.28571429,37.92857143,0.781544256
589,Alaska,grocery_and_pharmacy_percent_change_from_baseline,89,-0.046875,-0.011299435,0.241054614,0.758945386,0.008490543,0.004618281,0.005190726,0.035222488,0.00480226,0.019921875,-16.28571429,37.92857143,0.781544256
590,Alaska,grocery_and_pharmacy_percent_change_from_baseline,90,-0.011450381,-0.002824859,0.246704331,0.753295669,0.008134143,0.004214084,0.005190655,0.032971221,0.003719397,0.015076336,-16.28571429,37.92857143,0.781544256
591,Alaska,grocery_and_pharmacy_percent_change_from_baseline,91,0.003816794,0.00094162,0.246704331,0.753295669,0.007764044,0.003813164,0.005192431,0.031471049,0.003295669,0.013358779,-16.28571429,37.92857143,0.781544256
592,Alaska,grocery_and_pharmacy_percent_change_from_baseline,92,0,0,0.244821092,0.755178908,0.007380247,0.00341623,0.005193795,0.030145469,0.003672316,0.015,-16.28571429,37.92857143,0.781544256
593,Alaska,grocery_and_pharmacy_percent_change_from_baseline,93,0.011450381,0.002824859,0.246704331,0.753295669,0.00698275,0.003023989,0.005192353,0.028304126,0.004472693,0.018129771,-16.28571429,37.92857143,0.781544256
594,Alaska,grocery_and_pharmacy_percent_change_from_baseline,94,0.05511811,0.013182674,0.239171375,0.760828625,0.006571556,0.002637148,0.005185574,0.027476347,0.00527307,0.022047244,-16.28571429,37.92857143,0.781544256
595,Alaska,grocery_and_pharmacy_percent_change_from_baseline,95,0.047008547,0.010357815,0.220338983,0.779661017,0.006146662,0.002256414,0.005170794,0.02789639,0.005838041,0.026495727,-16.28571429,37.92857143,0.781544256
596,Alaska,grocery_and_pharmacy_percent_change_from_baseline,96,0.004310345,0.00094162,0.218455744,0.781544256,0.00570807,0.001882495,0.005145215,0.026129184,0.005838041,0.026724138,-16.28571429,37.92857143,0.781544256
597,Alaska,grocery_and_pharmacy_percent_change_from_baseline,97,-0.012931035,-0.002824859,0.218455744,0.781544256,0.00525578,0.001516097,0.005105901,0.024058784,0.005696798,0.026077586,-16.28571429,37.92857143,0.781544256
598,Alaska,grocery_and_pharmacy_percent_change_from_baseline,98,-0.029411765,-0.006591337,0.224105461,0.775894539,0.00478979,0.001157929,0.005049785,0.02137293,0.005649718,0.025210084,-16.28571429,37.92857143,0.781544256
599,Alaska,grocery_and_pharmacy_percent_change_from_baseline,99,0.004065041,0.00094162,0.231638418,0.768361582,0.004310103,0.000808697,0.004973662,0.018607028,0.005367232,0.023170732,-16.28571429,37.92857143,0.781544256
600,Alaska,grocery_and_pharmacy_percent_change_from_baseline,100,0.02118644,0.004708098,0.222222222,0.777777778,0.003816716,0.000469109,0.004874193,0.017175222,0.003813559,0.017161017,-16.28571429,37.92857143,0.781544256
601,Alaska,grocery_and_pharmacy_percent_change_from_baseline,101,-0.038135593,-0.008474576,0.222222222,0.777777778,0.003309631,0.000139872,0.004747904,0.014893339,0.00145951,0.006567797,-16.28571429,37.92857143,0.781544256
602,Alaska,grocery_and_pharmacy_percent_change_from_baseline,102,-0.043307086,-0.010357815,0.239171375,0.760828625,0.002788847,-0.000178307,0.004591187,0.011660456,-4.71E-05,-0.00019685,-16.28571429,37.92857143,0.781544256
603,Alaska,grocery_and_pharmacy_percent_change_from_baseline,103,-0.007751938,-0.001883239,0.242937853,0.757062147,0.002254365,-0.000484721,0.004400297,0.009279595,-0.000706215,-0.002906977,-16.28571429,37.92857143,0.781544256
604,Alaska,grocery_and_pharmacy_percent_change_from_baseline,104,0.003875969,0.00094162,0.242937853,0.757062147,0.001706184,-0.000778661,0.004171357,0.007023129,-0.00094162,-0.003875969,-16.28571429,37.92857143,0.781544256
605,Alaska,grocery_and_pharmacy_percent_change_from_baseline,105,-0.01171875,-0.002824859,0.241054614,0.758945386,0.001144304,-0.001059422,0.003900353,0.004747075,-0.001600753,-0.006640625,-16.28571429,37.92857143,0.781544256
606,Alaska,grocery_and_pharmacy_percent_change_from_baseline,106,-0.034090909,-0.008474576,0.248587571,0.751412429,0.000568726,-0.001326295,0.003583136,0.002287831,-0.002777778,-0.011174242,-16.28571429,37.92857143,0.781544256
607,Alaska,grocery_and_pharmacy_percent_change_from_baseline,107,-0.098540146,-0.025423729,0.258003766,0.741996234,-2.06E-05,-0.001578573,0.003215423,-7.97E-05,-0.003625235,-0.014051095,-16.28571429,37.92857143,0.781544256
608,Alaska,grocery_and_pharmacy_percent_change_from_baseline,108,-0.047169811,-0.014124294,0.299435028,0.700564972,-0.000623526,-0.00181555,0.002792796,-0.002082342,-0.003013183,-0.010062893,-16.28571429,37.92857143,0.781544256
609,Alaska,grocery_and_pharmacy_percent_change_from_baseline,109,0.075657895,0.02165725,0.286252354,0.713747646,-0.0012402,-0.002036517,0.002310702,-0.004332541,-0.001365348,-0.004769737,-16.28571429,37.92857143,0.781544256
610,Alaska,grocery_and_pharmacy_percent_change_from_baseline,110,0.202205882,0.051789077,0.256120527,0.743879473,-0.001870573,-0.002240768,0.001764452,-0.007303486,0.001365348,0.005330882,-16.28571429,37.92857143,0.781544256
611,Alaska,grocery_and_pharmacy_percent_change_from_baseline,111,0.407216495,0.074387947,0.1826742,0.8173258,-0.002514644,-0.002427595,0.001149224,-0.013765731,0.005037665,0.02757732,-16.28571429,37.92857143,0.781544256
612,Alaska,grocery_and_pharmacy_percent_change_from_baseline,112,0.649122808,0.069679849,0.107344633,0.892655367,-0.003172414,-0.002596291,0.000460059,-0.02955354,0.008521657,0.079385965,-16.28571429,37.92857143,0.781544256
613,Alaska,grocery_and_pharmacy_percent_change_from_baseline,113,0.673913046,0.029190207,0.043314501,0.956685499,-0.003843882,-0.002746148,-0.000308134,-0.088743545,0.009839925,0.227173913,-16.28571429,37.92857143,0.781544256
614,Alaska,grocery_and_pharmacy_percent_change_from_baseline,114,0.288461539,0.014124294,0.048964218,0.951035782,-0.00452905,-0.00287646,-0.001160585,-0.092497127,0.009887006,0.201923078,-16.28571429,37.92857143,0.781544256
