,state,mobility_type,t,h(t),f(t),S(t),F(t),f(t)_poly,h(t)_poly,f(t)_ma,h(t)_ma,Qmax,Mass,Delta
53,Alabama,grocery_and_pharmacy_percent_change_from_baseline,53.0,0.054166027146461605,0.026392378810724565,0.48724966923199287,0.5127503307680071,0.03518430051836854,0.07221000390585454,0.04289035627820337,0.0880254189721822,-12.85393218,36.93603896,0.5680700158379951
54,Alabama,grocery_and_pharmacy_percent_change_from_baseline,54.0,1.2323685444521062e-05,5.860130271040376e-06,0.4755176767065008,0.5244823232934992,0.03596144633028955,0.07562588751560897,0.035970791249132904,0.07564553961121157,-12.85393218,36.93603896,0.5680700158379951
55,Alabama,grocery_and_pharmacy_percent_change_from_baseline,55.0,0.04472936953752127,0.021793846272247952,0.4872379489714508,0.5127620510285492,0.036654604658117956,0.07522937147136233,0.03369705842978677,0.06915934709297698,-12.85393218,36.93603896,0.5680700158379951
56,Alabama,grocery_and_pharmacy_percent_change_from_baseline,56.0,0.12804844960404835,0.055307964809445886,0.4319299841620049,0.5680700158379951,0.03726377550185376,0.08627272212682775,0.03509284718152914,0.08124661048853417,-12.85393218,36.93603896,0.5680700158379951
270,Alaska,grocery_and_pharmacy_percent_change_from_baseline,20.0,-0.006681514341198717,-0.0064794815101997146,0.9697624190143164,0.030237580985683615,-0.005696193619949617,-0.005873803220524187,-0.0064794815101997146,-0.006681514341198717,-16.28571429,33.07142858,0.773218142486423
271,Alaska,grocery_and_pharmacy_percent_change_from_baseline,21.0,0.0011061948228619984,0.0010799137362211778,0.9762419005245161,0.0237580994754839,-0.0035598381899408756,-0.0036464714206880925,-0.0026997838869892684,-0.0027654865925532657,-16.28571429,33.07142858,0.773218142486423
272,Alaska,grocery_and_pharmacy_percent_change_from_baseline,22.0,0.012276785781249995,0.011879049737741926,0.967602591541874,0.03239740845812597,-0.0015048143491663713,-0.0015551987585817135,0.002159827321254463,0.0022321429687499907,-16.28571429,33.07142858,0.773218142486423
273,Alaska,grocery_and_pharmacy_percent_change_from_baseline,23.0,0.03287981857142856,0.03131749457071684,0.9524838010490323,0.04751619895096775,0.00046887790237389645,0.0004922686368602707,0.009449244133620058,0.009920634999999992,-16.28571429,33.07142858,0.773218142486423
274,Alaska,grocery_and_pharmacy_percent_change_from_baseline,24.0,0.03221957026099191,0.029157667249462383,0.9049676024004404,0.09503239759955966,0.002361238564679927,0.0026091967915942023,0.013390928756788522,0.014797136075666,-16.28571429,33.07142858,0.773218142486423
275,Alaska,grocery_and_pharmacy_percent_change_from_baseline,25.0,0.004830917776377521,0.004319654340133143,0.8941684665501075,0.10583153344989252,0.004172267637751721,0.0046660867541540784,0.01187904968734596,0.013285024166841698,-16.28571429,33.07142858,0.773218142486423
276,Alaska,grocery_and_pharmacy_percent_change_from_baseline,26.0,-0.015662650454057205,-0.014038876756620605,0.8963282937201741,0.10367170627982594,0.005901965121589276,0.006584602051435206,0.008176488766779308,0.009122203130331994,-16.28571429,33.07142858,0.773218142486423
277,Alaska,grocery_and_pharmacy_percent_change_from_baseline,27.0,-0.008196721311475407,-0.007559395246420887,0.9222462200633487,0.07775377993665131,0.007550331016192599,0.008186892883848275,0.008022215375890568,0.008698561405152223,-16.28571429,33.07142858,0.773218142486423
278,Alaska,grocery_and_pharmacy_percent_change_from_baseline,28.0,0.014218009356820388,0.012958963171587318,0.9114470842130158,0.08855291578698417,0.009117365321561682,0.010003175696627549,0.009719222438085732,0.010663507082781161,-16.28571429,33.07142858,0.773218142486423
279,Alaska,grocery_and_pharmacy_percent_change_from_baseline,29.0,0.02891566274002031,0.02591792664555042,0.8963282937201741,0.10367170627982594,0.010603068037696527,0.011829446991669676,0.011724776282058372,0.013080894984799784,-16.28571429,33.07142858,0.773218142486423
280,Alaska,grocery_and_pharmacy_percent_change_from_baseline,30.0,-0.021356783843147903,-0.018358531247941637,0.859611230921915,0.140388769078085,0.012007439164597136,0.013968453101432155,0.0046282011651071625,0.005384063165558591,-16.28571429,33.07142858,0.773218142486423
281,Alaska,grocery_and_pharmacy_percent_change_from_baseline,31.0,-0.041666666639660496,-0.03887688981713774,0.9330453562160573,0.06695464378394267,0.013330478702263508,0.014287063981889303,-0.00509102127297857,-0.0054563491893095985,-16.28571429,33.07142858,0.773218142486423
282,Alaska,grocery_and_pharmacy_percent_change_from_baseline,32.0,0.003456221129032263,0.0032397407550998555,0.9373650105561905,0.06263498944380953,0.014572186650695644,0.015545904195900335,-0.005245294642269039,-0.0055957866820276515,-16.28571429,33.07142858,0.773218142486423
283,Alaska,grocery_and_pharmacy_percent_change_from_baseline,33.0,0.023310023164729608,0.021598272003041492,0.9265658747058576,0.07343412529414238,0.015732563009893542,0.016979432805992248,-0.00015427339088873945,-0.00016650018644137333,-16.28571429,33.07142858,0.773218142486423
284,Alaska,grocery_and_pharmacy_percent_change_from_baseline,34.0,0.02777777789049919,0.02483801306051714,0.8941684665501075,0.10583153344989252,0.016811607779857206,0.018801387444046167,0.004473927795816693,0.005003450650723638,-16.28571429,33.07142858,0.773218142486423
285,Alaska,grocery_and_pharmacy_percent_change_from_baseline,35.0,0.009852216896551714,0.00863930898264207,0.8768898485848233,0.12311015141517666,0.017809320960586628,0.020309644351942678,0.003856834340253086,0.00439831108374384,-16.28571429,33.07142858,0.773218142486423
286,Alaska,grocery_and_pharmacy_percent_change_from_baseline,36.0,-0.007389162586206896,-0.006479481661387607,0.8768898485848233,0.12311015141517666,0.018725702552081818,0.021354680502120606,-0.0007713668464523463,-0.0008796621921182275,-16.28571429,33.07142858,0.773218142486423
287,Alaska,grocery_and_pharmacy_percent_change_from_baseline,37.0,0.043689320310985956,0.038876889771781366,0.8898488119075986,0.11015118809240144,0.019560752554342763,0.021982107850894047,0.00740512187065094,0.008321775307848457,-16.28571429,33.07142858,0.773218142486423
288,Alaska,grocery_and_pharmacy_percent_change_from_baseline,38.0,0.0702702701963331,0.05615550749516488,0.7991360690412606,0.2008639309587394,0.02031447096736948,0.025420540699334415,0.020981178629551313,0.02625482623343838,-16.28571429,33.07142858,0.773218142486423
289,Alaska,grocery_and_pharmacy_percent_change_from_baseline,39.0,0.019444444440879623,0.015118790492841774,0.7775377969172688,0.2224622030827312,0.02098685779116196,0.02699143099456938,0.022678185734943016,0.02916666665576389,-16.28571429,33.07142858,0.773218142486423
290,Alaska,grocery_and_pharmacy_percent_change_from_baseline,40.0,-0.00421348313971565,-0.003239740815575029,0.768898488055577,0.23110151194442294,0.021577913025720197,0.02806340935887042,0.01912989818942637,0.02487961478218388,-16.28571429,33.07142858,0.773218142486423
291,Alaska,grocery_and_pharmacy_percent_change_from_baseline,41.0,-0.01377410467533332,-0.010799136061995881,0.7840172785484189,0.21598272145158115,0.022087636671044204,0.02817238506776114,0.014038876886210225,0.017906336085095887,-16.28571429,33.07142858,0.773218142486423
292,Alaska,grocery_and_pharmacy_percent_change_from_baseline,42.0,-0.0013661202101660178,-0.0010799136001520687,0.7904967601795688,0.20950323982043118,0.022516028727133968,0.02848339153473474,0.012650416517239634,0.016003122535715356,-16.28571429,33.07142858,0.773218142486423
293,Alaska,grocery_and_pharmacy_percent_change_from_baseline,43.0,0.015109890113059986,0.011879049677266745,0.786177105748723,0.213822894251277,0.022863089193989498,0.029081346972341077,0.01527306385133311,0.019427001549209025,-16.28571429,33.07142858,0.773218142486423
294,Alaska,grocery_and_pharmacy_percent_change_from_baseline,44.0,0.03380281689063283,0.025917926554837697,0.7667386608250353,0.23326133917496467,0.02312881807161079,0.030165190896626292,0.013421783391769733,0.017505030171985153,-16.28571429,33.07142858,0.773218142486423
295,Alaska,grocery_and_pharmacy_percent_change_from_baseline,45.0,0.035294117634948136,0.02591792655483771,0.7343412526390476,0.2656587473609524,0.023313215359997846,0.03174711386050518,0.009102128971722993,0.012394957983106776,-16.28571429,33.07142858,0.773218142486423
296,Alaska,grocery_and_pharmacy_percent_change_from_baseline,46.0,0.03625377642265036,0.025917926554837656,0.7149028077153599,0.2850971922846401,0.023416281059150664,0.03275449586494548,0.010644862694865262,0.014889943891650707,-16.28571429,33.07142858,0.773218142486423
297,Alaska,grocery_and_pharmacy_percent_change_from_baseline,47.0,0.05537974682422689,0.03779697623210446,0.6825053995293723,0.3174946004706277,0.023438015169069248,0.03434114248067655,0.01650725084453376,0.02418625677674709,-16.28571429,33.07142858,0.773218142486423
298,Alaska,grocery_and_pharmacy_percent_change_from_baseline,48.0,0.060810810812408765,0.03887688984737536,0.639308855251151,0.360691144748849,0.023378417689753593,0.03656826821297421,0.023603825974443937,0.036920849415062816,-16.28571429,33.07142858,0.773218142486423
299,Alaska,grocery_and_pharmacy_percent_change_from_baseline,49.0,0.07678571425964287,0.04643628507867742,0.6047516198346216,0.39524838016537844,0.0232374886212037,0.03842484725805008,0.030391854357133867,0.05025510202923471,-16.28571429,33.07142858,0.773218142486423
300,Alaska,grocery_and_pharmacy_percent_change_from_baseline,50.0,0.1007905138124482,0.05507559394036915,0.5464362850937962,0.45356371490620384,0.023015227963419572,0.04211877686612446,0.03656278925186278,0.06691134950086038,-16.28571429,33.07142858,0.773218142486423
301,Alaska,grocery_and_pharmacy_percent_change_from_baseline,51.0,0.08078602618619007,0.039956803447527334,0.49460043195388326,0.5053995680461167,0.022711635716401207,0.04591915867659179,0.03856834309367558,0.07797878975017092,-16.28571429,33.07142858,0.773218142486423
302,Alaska,grocery_and_pharmacy_percent_change_from_baseline,52.0,0.06249999996354166,0.0291576673704127,0.4665226781987415,0.5334773218012585,0.022326711880148602,0.04785772037139272,0.03903116321018629,0.08366402113802232,-16.28571429,33.07142858,0.773218142486423
303,Alaska,grocery_and_pharmacy_percent_change_from_baseline,53.0,0.09653465344561811,0.04211663066295035,0.43628509721305786,0.5637149027869421,0.021860456454661763,0.05010589771299547,0.041345263797059544,0.0947666194907152,-16.28571429,33.07142858,0.773218142486423
304,Alaska,grocery_and_pharmacy_percent_change_from_baseline,54.0,0.09887005646477696,0.03779697623210443,0.3822894168728408,0.6177105831271592,0.021312869439940686,0.055750613276929636,0.041345263797059544,0.10815173523574688,-16.28571429,33.07142858,0.773218142486423
305,Alaska,grocery_and_pharmacy_percent_change_from_baseline,55.0,0.053892215560830486,0.01943844492368768,0.360691144748849,0.639308855251151,0.02068395083598537,0.05734532476639455,0.03856834309367558,0.10692899910401434,-16.28571429,33.07142858,0.773218142486423
306,Alaska,grocery_and_pharmacy_percent_change_from_baseline,56.0,0.02201257860887628,0.007559395246420908,0.34341252702546543,0.6565874729745346,0.01997370064279582,0.058162411301072574,0.033014501689067506,0.0961365678038278,-16.28571429,33.07142858,0.773218142486423
307,Alaska,grocery_and_pharmacy_percent_change_from_baseline,57.0,0.0624999999507812,0.02159827212399179,0.3455723542560072,0.6544276457439928,0.019182118860372032,0.0555082564450787,0.02823202714387074,0.08169642853709261,-16.28571429,33.07142858,0.773218142486423
308,Alaska,grocery_and_pharmacy_percent_change_from_baseline,58.0,0.21942446032658752,0.06587473000236505,0.30021598277748185,0.6997840172225182,0.018309205488714016,0.060986777983384984,0.031934588080276126,0.10637204516838078,-16.28571429,33.07142858,0.773218142486423
309,Alaska,grocery_and_pharmacy_percent_change_from_baseline,59.0,0.1666666665488215,0.035637149016681524,0.2138228942512771,0.7861771057487229,0.017354960527821754,0.08116511839666157,0.03286022831545739,0.15367965357741914,-16.28571429,33.07142858,0.773218142486423
310,Alaska,grocery_and_pharmacy_percent_change_from_baseline,60.0,-0.09905660371377711,-0.02267818573926267,0.2289416847441188,0.7710583152558812,0.016319383977695254,0.0712818375383886,0.023603825972284102,0.10309973039058128,-16.28571429,33.07142858,0.773218142486423
311,Alaska,grocery_and_pharmacy_percent_change_from_baseline,61.0,-0.04166666662777773,-0.010799136061995895,0.25917926572980243,0.7408207342701976,0.01520247583833452,0.05865621926015983,0.016661524215984054,0.0642857142490476,-16.28571429,33.07142858,0.773218142486423
312,Alaska,grocery_and_pharmacy_percent_change_from_baseline,62.0,0.03879310343683131,0.009719222461843868,0.2505399568681106,0.7494600431318894,0.014004236109739547,0.05589621825117367,0.015273063864292082,0.06096059109777902,-16.28571429,33.07142858,0.773218142486423
313,Alaska,grocery_and_pharmacy_percent_change_from_baseline,63.0,0.040540540526905214,0.009719222461843813,0.2397408208061147,0.7602591791938853,0.012724664791910336,0.05307675492694312,0.015581610609352496,0.06499356495468828,-16.28571429,33.07142858,0.773218142486423
314,Alaska,grocery_and_pharmacy_percent_change_from_baseline,64.0,-0.06542056071220208,-0.015118790492841816,0.23110151194442297,0.768898488055577,0.01136376188484689,0.049172165899025934,0.01033631594980484,0.044726301714073574,-16.28571429,33.07142858,0.773218142486423
315,Alaska,grocery_and_pharmacy_percent_change_from_baseline,65.0,-0.1439999999605761,-0.03887688984737536,0.26997840179179833,0.7300215982082017,0.009921527388549206,0.03674933743848324,-0.004628201171586648,-0.017142857135497156,-16.28571429,33.07142858,0.773218142486423
316,Alaska,grocery_and_pharmacy_percent_change_from_baseline,66.0,-0.03146853146100047,-0.009719222461843813,0.3088552916391737,0.6911447083608263,0.008397961303017287,0.02719060197559565,-0.011107682811375983,-0.03596403594843618,-16.28571429,33.07142858,0.773218142486423
317,Alaska,grocery_and_pharmacy_percent_change_from_baseline,67.0,0.06716417908732464,0.01943844492368768,0.28941684671548595,0.710583153284514,0.006793063628251129,0.023471555665621348,-0.0050910212880973605,-0.017590618327419406,-16.28571429,33.07142858,0.773218142486423
318,Alaska,grocery_and_pharmacy_percent_change_from_baseline,68.0,0.06800000000627203,0.0183585313235356,0.26997840179179833,0.7300215982082017,0.005106834364250736,0.018915714480705087,-0.0009256402330214329,-0.00342857142229943,-16.28571429,33.07142858,0.773218142486423
319,Alaska,grocery_and_pharmacy_percent_change_from_baseline,69.0,0.0726495725989481,0.018358531308416803,0.25269978406841476,0.7473002159315852,0.003339273511016116,0.01321439004519314,0.000308546745060415,0.0012210012216586639,-16.28571429,33.07142858,0.773218142486423
320,Alaska,grocery_and_pharmacy_percent_change_from_baseline,70.0,0.09259259249897109,0.02159827212399179,0.23326133917496472,0.7667386608250353,0.0014903810685472363,0.006389318837912231,0.002005553839652983,0.008597883587338307,-16.28571429,33.07142858,0.773218142486423
321,Alaska,grocery_and_pharmacy_percent_change_from_baseline,71.0,0.051546391771176765,0.010799136077114746,0.20950323982043118,0.7904967601795688,-0.00043984296315585734,-0.0020994566171523375,0.005708114778218206,0.02724594991042014,-16.28571429,33.07142858,0.773218142486423
322,Alaska,grocery_and_pharmacy_percent_change_from_baseline,72.0,-0.040816326476676254,-0.008639308846572935,0.21166306702073523,0.7883369329792648,-0.002451398584093211,-0.011581607592660761,0.010027769206904267,0.047376093279050485,-16.28571429,33.07142858,0.773218142486423
323,Alaska,grocery_and_pharmacy_percent_change_from_baseline,73.0,-0.06666666663111126,-0.015118790492841816,0.22678185751357705,0.773218142486423,-0.004544285794264778,-0.02003813640159782,0.009256402345333124,0.04081632652108848,-16.28571429,33.07142858,0.773218142486423
530,Arizona,grocery_and_pharmacy_percent_change_from_baseline,30.0,-0.0012886145693238268,-0.001265699045303277,0.9822169292773291,0.01778307072267092,0.011137716046562449,0.01133936477225767,-0.001265699045303277,-0.0012886145693238268,-18.36666667,37.62272728,0.5726539981447086
531,Arizona,grocery_and_pharmacy_percent_change_from_baseline,31.0,-0.004986954956533198,-0.0049045835679778485,0.9834826283226323,0.016517371677367644,0.011273630809995883,0.011462968928310911,-0.0030851413066405628,-0.0031369555676874442,-18.36666667,37.62272728,0.5726539981447086
532,Arizona,grocery_and_pharmacy_percent_change_from_baseline,32.0,-0.00832506913733769,-0.008258685838683822,0.9920260964132848,0.007973903586715224,0.011412222473882296,0.011503953893091827,-0.004809656150654983,-0.004848316156242777,-18.36666667,37.62272728,0.5726539981447086
533,Arizona,grocery_and_pharmacy_percent_change_from_baseline,33.0,0.021073888107560907,0.021073888107560907,1.0,0.0,0.01155349103822169,0.01155349103822169,0.0016612299138989896,0.0016612299138989896,-18.36666667,37.62272728,0.5726539981447086
534,Arizona,grocery_and_pharmacy_percent_change_from_baseline,34.0,0.03937494329461026,0.03740140499458232,0.949878320198163,0.05012167980183704,0.011697436503014066,0.012314668367811317,0.008809264930035655,0.009274098316295788,-18.36666667,37.62272728,0.5726539981447086
535,Arizona,grocery_and_pharmacy_percent_change_from_baseline,35.0,0.01915244219856424,0.01771978570395658,0.9251971900108353,0.07480280998916464,0.011844058868259424,0.012801658928644944,0.010294351725689143,0.011126656929825502,-18.36666667,37.62272728,0.5726539981447086
536,Arizona,grocery_and_pharmacy_percent_change_from_baseline,36.0,0.0020761898350962643,0.001898548435056463,0.9144387487902498,0.0855612512097502,0.01199335813395776,0.013115540160370816,0.00909495125559876,0.00994593816986743,-18.36666667,37.62272728,0.5726539981447086
537,Arizona,grocery_and_pharmacy_percent_change_from_baseline,37.0,-0.0030907557680806123,-0.0028478226525847014,0.9214000931407225,0.07859990685927756,0.012145334300109079,0.013181390354227109,0.0088689335974157,0.009625496745050985,-18.36666667,37.62272728,0.5726539981447086
538,Arizona,grocery_and_pharmacy_percent_change_from_baseline,38.0,0.006877794158472807,0.00632849496071939,0.9201343940954192,0.07986560590458079,0.012299987366713377,0.013367598739535707,0.010473659101515305,0.011382749268721687,-18.36666667,37.62272728,0.5726539981447086
539,Arizona,grocery_and_pharmacy_percent_change_from_baseline,39.0,0.01775822221550618,0.01613766196377671,0.9087431032192836,0.09125689678071634,0.012457317333770656,0.013708293674680743,0.013958851644723953,0.01536061357194765,-18.36666667,37.62272728,0.5726539981447086
540,Arizona,grocery_and_pharmacy_percent_change_from_baseline,40.0,0.02202494732581806,0.019555049253197045,0.8878590701678658,0.11214092983213421,0.012617324201280916,0.014210953770957572,0.013741874665529116,0.015477540442235913,-18.36666667,37.62272728,0.5726539981447086
541,Arizona,grocery_and_pharmacy_percent_change_from_baseline,41.0,0.020121463164199202,0.017498288470702276,0.8696330047128895,0.13036699528711043,0.012780007969244158,0.014695863542418672,0.010898572304974822,0.01253238118368449,-18.36666667,37.62272728,0.5726539981447086
542,Arizona,grocery_and_pharmacy_percent_change_from_baseline,42.0,0.023744957507806936,0.020251183661664604,0.8528624932264612,0.14713750677353876,0.01294536863766038,0.015178728975038872,0.011260200584647398,0.013202832430875194,-18.36666667,37.62272728,0.5726539981447086
543,Arizona,grocery_and_pharmacy_percent_change_from_baseline,43.0,0.029576663315926836,0.024522917706990846,0.8291306373895604,0.17086936261043964,0.013113406206529583,0.01581585050073159,0.014492253337780881,0.01747885397578405,-18.36666667,37.62272728,0.5726539981447086
544,Arizona,grocery_and_pharmacy_percent_change_from_baseline,44.0,0.03287001584024094,0.026421466274945737,0.8038166578124796,0.19618334218752045,0.013284120675851765,0.016526306772496353,0.018673580327428087,0.02323114375142049,-18.36666667,37.62272728,0.5726539981447086
545,Arizona,grocery_and_pharmacy_percent_change_from_baseline,45.0,0.036685145176105986,0.028478227150469368,0.7762877048396689,0.22371229516033111,0.01345751204562693,0.017335727413596465,0.021837827783106657,0.028131100939717893,-18.36666667,37.62272728,0.5726539981447086
546,Arizona,grocery_and_pharmacy_percent_change_from_baseline,46.0,0.03215680534185447,0.024016638181898434,0.7468602035115408,0.2531397964884592,0.013633580315855074,0.018254527757341408,0.0229633958142669,0.03074657841761957,-18.36666667,37.62272728,0.5726539981447086
547,Arizona,grocery_and_pharmacy_percent_change_from_baseline,47.0,0.02450566031669198,0.017846355648356377,0.7282544284758721,0.271745571524128,0.0138123254865362,0.01896634602750489,0.022719296727861094,0.031196922173764456,-18.36666667,37.62272728,0.5726539981447086
548,Arizona,grocery_and_pharmacy_percent_change_from_baseline,48.0,0.01777725642923039,0.012642606873235707,0.7111674922148281,0.28883250778517194,0.013993747557670307,0.019677147382100954,0.02202562792822301,0.030971083702978866,-18.36666667,37.62272728,0.5726539981447086
549,Arizona,grocery_and_pharmacy_percent_change_from_baseline,49.0,0.024961534673574946,0.017547190427923687,0.7029692147294007,0.2970307852705994,0.014177846529257394,0.020168516959473085,0.02163934318054574,0.030782775016507002,-18.36666667,37.62272728,0.5726539981447086
550,Arizona,grocery_and_pharmacy_percent_change_from_baseline,50.0,0.029486099405309833,0.019934758966788008,0.6760731113589806,0.3239268886410193,0.014364622401297463,0.021247143481897997,0.02098389193194533,0.0310379034151579,-18.36666667,37.62272728,0.5726539981447086
551,Arizona,grocery_and_pharmacy_percent_change_from_baseline,51.0,0.018610421841549638,0.012340565080373955,0.6630996967958246,0.3369003032041754,0.014554075173790511,0.02194854747199781,0.018972334618435078,0.02861158693045951,-18.36666667,37.62272728,0.5726539981447086
552,Arizona,grocery_and_pharmacy_percent_change_from_baseline,52.0,0.025017001858493385,0.016295874404243876,0.6513919811982327,0.3486080188017672,0.01474620484673654,0.022637989524542445,0.017231998511831433,0.026454115201315877,-18.36666667,37.62272728,0.5726539981447086
553,Arizona,grocery_and_pharmacy_percent_change_from_baseline,53.0,0.054501656125489094,0.034363727365593594,0.6305079479873368,0.36949205201266316,0.01494101142013555,0.02369678521552218,0.01871015410950217,0.029674731570359124,-18.36666667,37.62272728,0.5726539981447086
554,Arizona,grocery_and_pharmacy_percent_change_from_baseline,54.0,0.08634734438150087,0.050311534525734114,0.5826645264670456,0.4173354735329544,0.015138494893987543,0.025981493992398984,0.02334803680627042,0.04007114856955504,-18.36666667,37.62272728,0.5726539981447086
555,Arizona,grocery_and_pharmacy_percent_change_from_baseline,55.0,0.049477215696995154,0.02621722844968613,0.5298848789358686,0.4701151210641314,0.015338655268292513,0.02894714659360743,0.025287268460049053,0.04772219299941478,-18.36666667,37.62272728,0.5726539981447086
556,Arizona,grocery_and_pharmacy_percent_change_from_baseline,56.0,-0.0018445579960869093,-0.00097804011458677,0.5302300695676734,0.4697699304323267,0.015541492543050466,0.029310847187000024,0.02264080695397613,0.04269996790720765,-18.36666667,37.62272728,0.5726539981447086
557,Arizona,grocery_and_pharmacy_percent_change_from_baseline,57.0,-0.0012169661127314337,-0.0006472324246664385,0.5318409591650421,0.46815904083495785,0.0157470067182614,0.029608488114535668,0.01970052246948264,0.03704213097917704,-18.36666667,37.62272728,0.5726539981447086
