,State,Mobility Type,a,p,s,R^2
17,Arizona,workplaces_percent_change_from_baseline,0.0003966216061719376,36.66522751565944,4.059539389370383,0.9578449683388203
18,Arkansas,grocery_and_pharmacy_percent_change_from_baseline,0.0033490666325492156,32.91352825988951,0.7562890081452387,0.63229060674678
19,Arkansas,parks_percent_change_from_baseline,0.0002747134346959988,119.06203834443195,9.70426557916429,0.5749582026846725
20,Arkansas,residential_percent_change_from_baseline,0.003652482477159572,41.356457326876864,5.118017505681034,0.8940153433456515
21,Arkansas,retail_and_recreation_percent_change_from_baseline,0.001420629870119472,27.85708588012214,3.4540415800625053,0.9502118218712314
22,Arkansas,transit_stations_percent_change_from_baseline,0.0005207242841226174,51.41321600733053,6.402291023119134,0.9522692959649377
23,Arkansas,workplaces_percent_change_from_baseline,0.00033140417104820174,36.63001670926365,3.994019328175465,0.9490990430551506
24,California,grocery_and_pharmacy_percent_change_from_baseline,0.0013743187542138522,29.999974824802468,0.9999813988740334,0.4406482632504687
25,California,parks_percent_change_from_baseline,0.0010119527085541951,68.55247285890425,26.98240641,0.7939904481349425
26,California,residential_percent_change_from_baseline,0.0023504117336806424,43.34736586292301,3.9953957285581394,0.8543192851960381
27,California,retail_and_recreation_percent_change_from_baseline,0.0004451279808473297,39.68955606120361,4.17676800174097,0.95888946418697
28,California,transit_stations_percent_change_from_baseline,0.0001916273354308873,67.70553179181461,5.590400856342271,0.9850133560658448
29,California,workplaces_percent_change_from_baseline,0.0004277933335676989,33.852891014704284,2.9877566577016093,0.9549091951308003
30,Colorado,grocery_and_pharmacy_percent_change_from_baseline,0.0012849664186518255,33.31125134297054,5.841420717367788,0.9536800737642476
31,Colorado,parks_percent_change_from_baseline,0.0012952494672832237,81.29539579014904,8.361400142054222,0.9005751362291795
32,Colorado,residential_percent_change_from_baseline,0.0021956138122630926,43.11821183243017,9.656578184463532,0.8159615303514073
33,Colorado,retail_and_recreation_percent_change_from_baseline,0.0007820976082364223,45.575396529826115,6.191424426071835,0.9748442944206934
34,Colorado,transit_stations_percent_change_from_baseline,0.001317808506945266,43.999985898153454,0.9999884197203333,0.4909843290406487
35,Colorado,workplaces_percent_change_from_baseline,0.0004336187447213531,35.72505998230689,3.7117712137779457,0.9555481919761694
36,Connecticut,grocery_and_pharmacy_percent_change_from_baseline,0.0016127576707761016,21.946394226202553,2.362204018464612,0.8932430587836827
37,Connecticut,parks_percent_change_from_baseline,0.0008815351767323248,76.17829080694754,12.580935944760334,0.722571217675297
38,Connecticut,residential_percent_change_from_baseline,0.0015795079272784031,50.61049166992432,6.530110616427861,0.8408660103979559
39,Connecticut,retail_and_recreation_percent_change_from_baseline,0.0005357562383534847,68.94679687294749,6.751299314009269,0.9494164955830164
40,Connecticut,transit_stations_percent_change_from_baseline,0.00033340656805714604,68.94127339747168,5.4301752184748375,0.9652590765002086
41,Connecticut,workplaces_percent_change_from_baseline,0.00047322018615955305,34.79492582952068,3.326272954684659,0.9509122543392023
42,Delaware,grocery_and_pharmacy_percent_change_from_baseline,0.0009652303115012015,67.07267298577585,8.101430284237109,0.5942671858326078
43,Delaware,parks_percent_change_from_baseline,0.0006850793361884655,68.99257405666178,9.752299714648197,0.4950560649104856
44,Delaware,residential_percent_change_from_baseline,0.0021587763831320502,47.74307887283918,5.422908431240575,0.8698586061483692
45,Delaware,retail_and_recreation_percent_change_from_baseline,0.0009995681498624314,66.12899281938601,6.740131488158531,0.5320124822752168
46,Delaware,transit_stations_percent_change_from_baseline,0.0005651853885534662,73.13152904414434,13.098363063627351,0.7121221774410524
47,Delaware,workplaces_percent_change_from_baseline,0.00018869356439150473,80.81444704415334,17.811868046413093,0.341731745586923
48,District of Columbia,grocery_and_pharmacy_percent_change_from_baseline,0.0003305108349781975,40.85970943066556,3.276820889732255,0.9461645944675895
49,District of Columbia,parks_percent_change_from_baseline,0.0006565344734466915,30.98560103122167,2.219408626441945,0.8338169117376626
50,District of Columbia,residential_percent_change_from_baseline,0.0018051819965270953,57.8191433788415,4.680777631083487,0.9452430610753898
51,District of Columbia,retail_and_recreation_percent_change_from_baseline,0.00020284987773554598,32.817687570222574,3.007824000385415,0.9670824397190668
52,District of Columbia,transit_stations_percent_change_from_baseline,0.00022578194180734163,32.99999758604872,1.000026134317097,0.6349713357720395
53,District of Columbia,workplaces_percent_change_from_baseline,0.0002637289184385925,32.83762487448118,2.9262843910212153,0.9575010476820648
54,Florida,grocery_and_pharmacy_percent_change_from_baseline,0.00022907238988312994,63.9999995919892,1.0000071022532333,0.527052147898151
55,Florida,parks_percent_change_from_baseline,0.0013613619030018883,36.73114928409299,4.450792293867758,0.9229779796895323
56,Florida,residential_percent_change_from_baseline,0.00197070328417313,46.48060693825541,6.304855569626522,0.8495382079918915
57,Florida,retail_and_recreation_percent_change_from_baseline,0.00045732460858834644,50.71120641450628,5.781256832885774,0.9806161686269874
58,Florida,transit_stations_percent_change_from_baseline,0.00026364825022377725,51.685889994266425,5.139912664191388,0.9740038791383661
59,Florida,workplaces_percent_change_from_baseline,0.0004889800197344352,49.99999242628995,1.00002709174575,0.511364769740806
60,Georgia,grocery_and_pharmacy_percent_change_from_baseline,0.0029506885098701417,15.721460156320283,4.141471544739992,0.9219085133300409
61,Georgia,parks_percent_change_from_baseline,0.0008709264700406812,59.958662339866656,13.618877591620597,0.792143562971251
62,Georgia,residential_percent_change_from_baseline,0.0016955495671971987,49.520922665415256,9.564164000888386,0.8154125457514062
63,Georgia,retail_and_recreation_percent_change_from_baseline,0.0011145505190350937,32.94403482244111,2.9059843157602945,0.927741343928914
64,Georgia,transit_stations_percent_change_from_baseline,0.0002683783805945279,72.99999996918976,1.0000000815389551,0.4513606155511919
65,Georgia,workplaces_percent_change_from_baseline,0.0004577959548968639,35.75634194516483,3.6344759663818405,0.9642760040361298
66,Hawaii,grocery_and_pharmacy_percent_change_from_baseline,9.052725398734062e-05,79.0,1.0000000000000044,0.45599848271062915
67,Hawaii,parks_percent_change_from_baseline,0.0003561016196481549,40.809884509044615,3.9287092756533477,0.97701991955222
68,Hawaii,residential_percent_change_from_baseline,0.0016463061245249018,53.80824774676142,5.506916961262464,0.8155151270619716
69,Hawaii,retail_and_recreation_percent_change_from_baseline,0.00034433298281128866,35.430206292323085,4.415883039502939,0.9553680842840471
70,Hawaii,transit_stations_percent_change_from_baseline,0.0002370281110638528,27.999996514733667,1.00003178095612,0.6274736512784789
71,Hawaii,workplaces_percent_change_from_baseline,0.0001240704653756775,68.9999999362859,1.0000028517042183,0.6315168459170108
72,Idaho,grocery_and_pharmacy_percent_change_from_baseline,0.0006546452347763886,95.97754506127609,0.7167519712038474,0.4446180583143243
73,Idaho,parks_percent_change_from_baseline,0.00025146403692085566,128.10553184034023,9.449768496228865,0.5853676887424673
74,Idaho,residential_percent_change_from_baseline,0.0022219136923878097,42.67635591546225,7.323936108852,0.8239774725921052
75,Idaho,retail_and_recreation_percent_change_from_baseline,0.00060317787416619,72.99945254028042,10.725694985322848,0.9458683106208243
76,Idaho,transit_stations_percent_change_from_baseline,0.0015280535668040825,37.062954870396716,12.717142708185628,0.9586255198180009
77,Idaho,workplaces_percent_change_from_baseline,0.00041262086575259216,38.53905785035802,4.553146585283467,0.9386080984670108
78,Illinois,grocery_and_pharmacy_percent_change_from_baseline,0.00019675843527421766,85.0,1.0000000000000004,0.4462648935294009
79,Illinois,parks_percent_change_from_baseline,0.0007466643690098765,84.11694817716666,5.118069837083154,0.5823894489673355
80,Illinois,residential_percent_change_from_baseline,0.002570446322537107,43.803226852106164,3.6648024694582735,0.9089591554214668
81,Illinois,retail_and_recreation_percent_change_from_baseline,0.0004748024887033439,67.99999973650006,0.9999990664773442,0.5431865507462257
82,Illinois,transit_stations_percent_change_from_baseline,0.00036304433841692906,44.98286620931597,2.208311096494781,0.8700999082575298
83,Illinois,workplaces_percent_change_from_baseline,0.0004440562290599213,33.849636644295124,2.905638378804684,0.9463815661913453
84,Indiana,grocery_and_pharmacy_percent_change_from_baseline,0.0004955012497225857,67.72472124485901,8.993558654414993,0.9507933796279949
85,Indiana,parks_percent_change_from_baseline,0.000297379037970801,121.17919855198242,11.522135540855599,0.6164511312142729
86,Indiana,residential_percent_change_from_baseline,0.002267977084231597,42.74773289799138,5.231073729703955,0.8744908126350066
87,Indiana,retail_and_recreation_percent_change_from_baseline,0.0010218638638829595,53.99999896814284,1.0000039493454673,0.5948879387946142
88,Indiana,transit_stations_percent_change_from_baseline,0.0012090592030384577,36.77954484660808,4.708649025173547,0.9325295719745745
89,Indiana,workplaces_percent_change_from_baseline,0.0005915140396007514,33.81261045123733,3.3441709516909195,0.946504709708058
90,Iowa,grocery_and_pharmacy_percent_change_from_baseline,0.0010045553197475048,76.99999893946317,1.0000016563241012,0.4232172744284818
91,Iowa,parks_percent_change_from_baseline,0.0002489302345923273,121.15731024506093,9.733307014127,0.5806350481436968
92,Iowa,residential_percent_change_from_baseline,0.0027590848574236032,42.76654296135699,4.938161678794866,0.8724590956572363
93,Iowa,retail_and_recreation_percent_change_from_baseline,0.00048115393220954903,66.90227324210265,5.987426452336801,0.9555800964083561
94,Iowa,transit_stations_percent_change_from_baseline,0.001182980701972048,48.03477018680666,5.1353157866203905,0.840589781083751
95,Iowa,workplaces_percent_change_from_baseline,0.0006273022200233181,38.99999601786893,1.0000240074679105,0.5715951835085633
96,Kansas,grocery_and_pharmacy_percent_change_from_baseline,0.0016296547975524671,17.705849919814995,3.0255857594207276,0.93790809314751
97,Kansas,parks_percent_change_from_baseline,0.0010583688019238776,76.99999946665703,0.999997259316275,0.2084307415703095
98,Kansas,residential_percent_change_from_baseline,0.0027087282552624393,41.61366261725748,6.773698736863447,0.8490500184380689
99,Kansas,retail_and_recreation_percent_change_from_baseline,0.0005833238296737219,58.90283634220143,6.986531038439168,0.9776890482239129
100,Kansas,transit_stations_percent_change_from_baseline,0.003621765873857892,34.869344078684215,0.720054592055248,0.4930733498534309
101,Kansas,workplaces_percent_change_from_baseline,0.0005396964040129861,49.99999939067578,1.0000009634780374,0.48883513856570315
102,Kentucky,grocery_and_pharmacy_percent_change_from_baseline,0.0006764482646073473,50.877557008114195,4.665754901040779,0.951167959851518
103,Kentucky,parks_percent_change_from_baseline,0.0008241661307800741,106.99502524901472,0.6578402323723089,0.4671978819408651
104,Kentucky,residential_percent_change_from_baseline,0.0029956885829880158,42.85298633803284,4.648234764938449,0.8873133637170302
105,Kentucky,retail_and_recreation_percent_change_from_baseline,0.0005131162646413661,49.80009853183097,5.309690322049103,0.9718466249518782
106,Kentucky,transit_stations_percent_change_from_baseline,0.0005212473358557892,49.43664170603469,7.60156611451259,0.9805156472166215
107,Kentucky,workplaces_percent_change_from_baseline,0.0004106183867671135,36.64064382760326,3.9715406047004658,0.9458329113922116
108,Louisiana,grocery_and_pharmacy_percent_change_from_baseline,0.0009410523745199846,32.999990105146395,0.9999898039080016,0.5047946788717537
109,Louisiana,parks_percent_change_from_baseline,0.0009586003052539607,41.04090496001966,5.808193556841383,0.8099076112227126
110,Louisiana,residential_percent_change_from_baseline,0.003026845894822029,41.69146601853117,5.94677584343954,0.8787376752260176
111,Louisiana,retail_and_recreation_percent_change_from_baseline,0.0006428596732704471,41.681497298442515,4.823151685890246,0.9726852484404721
112,Louisiana,transit_stations_percent_change_from_baseline,0.00041329675657000235,41.832548203663215,3.608285192659502,0.9699129177270401
113,Louisiana,workplaces_percent_change_from_baseline,0.0004679238248346083,49.99999830529038,1.0000136665210442,0.531456968711282
114,Maine,grocery_and_pharmacy_percent_change_from_baseline,0.0004924374453360609,80.1057344624062,10.77470194293714,0.9088307132169999
115,Maine,parks_percent_change_from_baseline,0.0005060345054678386,93.19315048349239,12.870062550377261,0.7123376794359495
116,Maine,residential_percent_change_from_baseline,0.001331987256170869,49.51277245312362,7.34725234072068,0.8196606490182543
117,Maine,retail_and_recreation_percent_change_from_baseline,0.0005115408360304122,80.96080471635798,18.144063575653416,0.9725400575796883
118,Maine,transit_stations_percent_change_from_baseline,0.00044176770001528497,88.96625717823648,20.419681947464333,0.9280596496685041
119,Maine,workplaces_percent_change_from_baseline,0.00032079206059005606,47.166541012634745,6.0478069151364915,0.9076172064392749
120,Maryland,grocery_and_pharmacy_percent_change_from_baseline,0.00028236279354779966,66.78446814045677,6.412061040460519,0.9763391252922714
121,Maryland,parks_percent_change_from_baseline,0.00024086860933212971,118.10374057702262,7.190723129471652,0.4884560913053799
122,Maryland,residential_percent_change_from_baseline,0.0018126813208694272,53.792568359787296,4.90792052192519,0.9109517136470807
123,Maryland,retail_and_recreation_percent_change_from_baseline,0.0006386933631899271,51.999988548942795,1.0000246617051491,0.5355413355899707
124,Maryland,transit_stations_percent_change_from_baseline,0.0001741358594123109,69.99999981328122,1.0000035723595966,0.5079737118801972
125,Maryland,workplaces_percent_change_from_baseline,0.0003192781158143561,34.733507710257086,3.4385270069688274,0.9566651766642825
126,Massachusetts,grocery_and_pharmacy_percent_change_from_baseline,0.0006700442364316324,35.06407557861428,5.343064288745592,0.9334282445780829
127,Massachusetts,parks_percent_change_from_baseline,0.0009140158189880868,75.08212793766742,3.2653491813367057,0.4334303597044762
128,Massachusetts,residential_percent_change_from_baseline,0.001699205330691257,51.69678518767016,5.701516221213234,0.8854106350470912
129,Massachusetts,retail_and_recreation_percent_change_from_baseline,0.000513304230317601,48.65021751299064,5.337340864733487,0.9537000901440916
130,Massachusetts,transit_stations_percent_change_from_baseline,0.0002426332785582175,67.96708198231613,3.679014326627837,0.9230852442767709
131,Massachusetts,workplaces_percent_change_from_baseline,0.00040826145875056335,48.99999965411753,1.0000010564014596,0.5176027621019144
132,Michigan,grocery_and_pharmacy_percent_change_from_baseline,0.00024357638156489027,82.76159950926707,9.210922002012303,0.9688677658528076
133,Michigan,parks_percent_change_from_baseline,0.0002551373092965385,123.08659581410765,5.272369754338114,0.4842315909005398
134,Michigan,residential_percent_change_from_baseline,0.0018258291532600504,43.49517122604405,4.781833169211354,0.8667930841286801
135,Michigan,retail_and_recreation_percent_change_from_baseline,0.0005996848881312132,78.99999995723492,1.00000018881313,0.6417701919953398
136,Michigan,transit_stations_percent_change_from_baseline,0.0007979878174832472,38.26596211720016,5.886268452088854,0.945762998562529
137,Michigan,workplaces_percent_change_from_baseline,0.0005838227839580711,49.999997833371474,1.0000154921122992,0.5648917177793321
138,Minnesota,grocery_and_pharmacy_percent_change_from_baseline,0.00039792847212758787,65.96857036312453,4.287129238155749,0.860372301491902
139,Minnesota,parks_percent_change_from_baseline,0.00032148666043032545,93.16731642225581,9.635260068802587,0.8064329163231385
140,Minnesota,residential_percent_change_from_baseline,0.0015747891544946205,49.72803402425196,5.912710638165178,0.7795963649450753
141,Minnesota,retail_and_recreation_percent_change_from_baseline,0.0006999872374525699,64.99999988430895,0.9999998187132364,0.6042745739862483
142,Minnesota,transit_stations_percent_change_from_baseline,0.0006504000212965471,34.92446779239384,2.762415038263675,0.9456818488184173
143,Minnesota,workplaces_percent_change_from_baseline,0.00029263374500131903,41.75931634253548,3.590201659496201,0.9363790717962386
144,Mississippi,grocery_and_pharmacy_percent_change_from_baseline,0.003981805541339419,15.961434182818829,6.00902955155625,0.9617238580862879
145,Mississippi,parks_percent_change_from_baseline,0.0011315820341118795,63.06749792851048,11.503871917858621,0.6451989174622036
146,Mississippi,residential_percent_change_from_baseline,0.0015236624092732469,46.69825622994216,7.451393218590154,0.7945289470427396
147,Mississippi,retail_and_recreation_percent_change_from_baseline,0.0004958860366989818,64.80279637918916,6.762509407932775,0.926380450412194
148,Mississippi,transit_stations_percent_change_from_baseline,0.0010634530592334899,49.72005232372792,9.339326427136601,0.8947382054137589
149,Mississippi,workplaces_percent_change_from_baseline,0.00026527949996709907,51.9538280463628,2.9218154746625986,0.9061536071686395
150,Missouri,grocery_and_pharmacy_percent_change_from_baseline,0.0007480387546288113,35.96337438626709,2.2685954859550796,0.899521501669295
151,Missouri,parks_percent_change_from_baseline,0.0007032695552423831,72.13334241538952,4.896808653709039,0.42302893765940996
152,Missouri,residential_percent_change_from_baseline,0.002769581716183609,42.72097374968471,5.639235843429037,0.8904712053723839
153,Missouri,retail_and_recreation_percent_change_from_baseline,0.0013255164671919998,28.986980942103497,2.6112157545008077,0.8605487241449985
154,Missouri,transit_stations_percent_change_from_baseline,0.0013415994408860342,24.765521247332586,3.6102689598928275,0.9677629402314841
155,Missouri,workplaces_percent_change_from_baseline,0.0004307533968182947,35.777036774368476,3.5615348540850196,0.9598254361499018
156,Montana,grocery_and_pharmacy_percent_change_from_baseline,0.0007247063818042638,91.12824363045105,18.58128333896988,0.9401891829299741
157,Montana,parks_percent_change_from_baseline,0.00029489900784013614,103.313156052889,14.473760026125802,0.6678531198546798
158,Montana,residential_percent_change_from_baseline,0.0016541204461761087,42.5845213612314,8.909268334701718,0.8186218122166615
159,Montana,retail_and_recreation_percent_change_from_baseline,0.0008282335964379132,77.01169736774678,25.49725383220434,0.9615990954250723
160,Montana,transit_stations_percent_change_from_baseline,0.0006208271345877125,91.24368551036258,11.233827267630481,0.7323463670721733
161,Montana,workplaces_percent_change_from_baseline,0.0006522684031589174,36.857000286632186,3.533631122576886,0.9323282380071737
162,Nebraska,grocery_and_pharmacy_percent_change_from_baseline,0.0007860266920326645,50.05246175043644,6.042497668582633,0.8934159880008679
163,Nebraska,parks_percent_change_from_baseline,0.00023938686923731693,130.15455752489873,9.894705284653291,0.6161271865543394
164,Nebraska,residential_percent_change_from_baseline,0.002427380353307466,42.11416745914996,4.208289584483916,0.8295863934848646
165,Nebraska,retail_and_recreation_percent_change_from_baseline,0.0005157720794625049,79.9999999817495,1.0000000259068078,0.46672566228528767
166,Nebraska,transit_stations_percent_change_from_baseline,0.001222485403007676,25.902396658899228,2.416917606175618,0.9443684623532083
167,Nebraska,workplaces_percent_change_from_baseline,0.0004713269981570649,33.68969067698291,3.551522227813493,0.935308498326154
168,Nevada,grocery_and_pharmacy_percent_change_from_baseline,0.001013404254761499,26.284700430063964,5.618201705185161,0.9890233328024804
169,Nevada,parks_percent_change_from_baseline,0.0017648307973526882,28.874539517351035,3.114144774975057,0.8048888877504601
170,Nevada,residential_percent_change_from_baseline,0.002628162242897615,45.50537154736564,4.2985032776825065,0.8929036389989023
171,Nevada,retail_and_recreation_percent_change_from_baseline,0.0006386092153062193,39.48867684533563,5.018028794157445,0.9513614604597433
172,Nevada,transit_stations_percent_change_from_baseline,0.0003919166810582944,47.99999876199862,1.0000070488703654,0.5674630181062338
173,Nevada,workplaces_percent_change_from_baseline,0.0005558729264546696,38.99999719436797,1.000024125625888,0.6018457026200537
174,New Hampshire,grocery_and_pharmacy_percent_change_from_baseline,0.0005102779670977862,63.15315849643923,11.30826444312257,0.9342749840104302
175,New Hampshire,parks_percent_change_from_baseline,0.0004928926584093725,93.14786827763031,7.866224111846349,0.6162733031668157
176,New Hampshire,residential_percent_change_from_baseline,0.0018743330351445383,43.33874305145542,4.110539795905104,0.8996633969437422
177,New Hampshire,retail_and_recreation_percent_change_from_baseline,0.0008040344113570613,54.10046597644836,4.464721362960557,0.8503315291192974
178,New Hampshire,transit_stations_percent_change_from_baseline,0.00047837470645798374,61.8852722287749,8.154829197724863,0.9730559953553755
179,New Hampshire,workplaces_percent_change_from_baseline,0.00017867223701181352,63.703582791530785,5.415448686302275,0.9704618693381799
180,New Jersey,grocery_and_pharmacy_percent_change_from_baseline,0.0009114768273706218,33.64015372594984,4.2962623292923405,0.9605713626569845
181,New Jersey,parks_percent_change_from_baseline,0.0018558774789950256,43.24452656977973,9.619046521932077,0.8065231979778956
182,New Jersey,residential_percent_change_from_baseline,0.001744423049199593,46.09136130259629,3.578637133729151,0.8972420659566153
183,New Jersey,retail_and_recreation_percent_change_from_baseline,0.00022674732585916898,80.9827079127019,3.836629673764205,0.9105676695358423
184,New Jersey,transit_stations_percent_change_from_baseline,0.00044983515050746033,43.41362722815442,4.925534203209262,0.9455463668117896
185,New Jersey,workplaces_percent_change_from_baseline,0.00047622356357321946,48.999998096337634,1.0000067661208707,0.5251342118130915
186,New Mexico,grocery_and_pharmacy_percent_change_from_baseline,0.0011402225602576545,25.836083065528815,3.9673081954674405,0.870149158733671
187,New Mexico,parks_percent_change_from_baseline,0.0017490158245114197,62.46538743247633,14.026851730564069,0.7234433629431645
188,New Mexico,residential_percent_change_from_baseline,0.0023190474592894948,45.343495954676946,4.389986621363341,0.8435252135704419
189,New Mexico,retail_and_recreation_percent_change_from_baseline,0.00026187997685626137,79.99999958108563,1.0000045088467213,0.45247198487540485
190,New Mexico,transit_stations_percent_change_from_baseline,0.0001650647087000338,78.99999985899085,1.0000029432301785,0.5625460629708154
191,New Mexico,workplaces_percent_change_from_baseline,0.00040269186588773754,34.76409033515779,3.3945158932991695,0.951952310027167
192,New York,grocery_and_pharmacy_percent_change_from_baseline,0.0013572471175759052,21.950366337967434,2.2801664647487154,0.8949391793279307
193,New York,parks_percent_change_from_baseline,0.0009361682243489111,76.2308281361006,11.537713150333923,0.7679715775209868
194,New York,residential_percent_change_from_baseline,0.001707580773140656,45.915851197870325,3.6485160031497728,0.8953581699445506
195,New York,retail_and_recreation_percent_change_from_baseline,0.0005138343932203174,60.999998683733494,1.0000093522676328,0.5779281937954075
196,New York,transit_stations_percent_change_from_baseline,0.00016806218539188478,67.72700194319793,5.529223219375702,0.986945138838271
197,New York,workplaces_percent_change_from_baseline,0.0004046320714741882,34.76505026699617,3.4039275930690684,0.9598076865268599
198,North Carolina,grocery_and_pharmacy_percent_change_from_baseline,0.001604222416781212,23.891491821481758,2.854751525066711,0.9288857733578808
199,North Carolina,parks_percent_change_from_baseline,0.0002793421662565942,110.1272371639269,5.898139417286879,0.350447742913201
200,North Carolina,residential_percent_change_from_baseline,0.0030181188376655213,43.84583095058895,5.164674437025372,0.8499346602910607
201,North Carolina,retail_and_recreation_percent_change_from_baseline,0.001011830608998955,28.937711557429083,2.4993184280223475,0.9273609321200444
202,North Carolina,transit_stations_percent_change_from_baseline,0.0002049799696300743,64.9254467634543,3.4197066924146835,0.973533810427495
203,North Carolina,workplaces_percent_change_from_baseline,0.00045626343931013416,34.78223656583928,3.3918147725884458,0.9532881883784835
204,North Dakota,grocery_and_pharmacy_percent_change_from_baseline,0.0036783270348662413,17.13024015091766,4.855598738733844,0.9826676742694326
205,North Dakota,parks_percent_change_from_baseline,0.001054360336619555,39.94919098545084,2.766252458910676,0.7006159468043455
206,North Dakota,residential_percent_change_from_baseline,0.002529207630583392,44.247329621371044,11.292799440084988,0.8757417943502194
207,North Dakota,retail_and_recreation_percent_change_from_baseline,0.002649826185606013,22.272054584424808,6.053968072248886,0.9844211960308201
208,North Dakota,transit_stations_percent_change_from_baseline,0.001795116030480052,20.322657506846337,4.2699376096772665,0.9809883390279215
209,North Dakota,workplaces_percent_change_from_baseline,0.0011417007325428684,21.4737898346783,3.817908790772922,0.969580913615132
210,Ohio,grocery_and_pharmacy_percent_change_from_baseline,0.00027496094651112955,68.89689700534406,5.200986655913512,0.9555411127581298
211,Ohio,parks_percent_change_from_baseline,0.0008891843082224329,100.98896077981446,0.6252758127733667,0.5564411329657228
212,Ohio,residential_percent_change_from_baseline,0.0028850177561170727,37.898600673714185,4.065700548890443,0.9114682506939961
213,Ohio,retail_and_recreation_percent_change_from_baseline,0.00043902341090786397,64.99923561654028,7.236895955694311,0.9423936956412696
214,Ohio,transit_stations_percent_change_from_baseline,0.0003637089360209206,68.45398059048459,10.577816056010457,0.9565660746589908
215,Ohio,workplaces_percent_change_from_baseline,0.0005274916537541374,34.82799356268459,3.2629283903200275,0.9430315581268678
216,Oklahoma,grocery_and_pharmacy_percent_change_from_baseline,0.009605976977862273,18.924977843527618,14.66761807144622,0.9071741671722889
217,Oklahoma,parks_percent_change_from_baseline,0.0012881190477839544,60.03736055223506,4.194572678454342,0.5503316029405555
218,Oklahoma,residential_percent_change_from_baseline,0.002813569601980716,41.669176276501936,7.111217517370753,0.8755472871702927
219,Oklahoma,retail_and_recreation_percent_change_from_baseline,0.0008156761847632001,50.759402248006076,6.015106394091163,0.9703928281735258
220,Oklahoma,transit_stations_percent_change_from_baseline,0.0012775322227716493,59.98766813403169,2.135532693543406,0.49225306958623805
221,Oklahoma,workplaces_percent_change_from_baseline,0.00022213173360869154,51.93538865517776,3.027995070396614,0.9298086269629859
222,Oregon,grocery_and_pharmacy_percent_change_from_baseline,0.0013250116384227921,40.920829491157015,5.2863104820190925,0.722556954057537
223,Oregon,parks_percent_change_from_baseline,0.000661347926460752,59.32814073299298,9.657153872107322,0.6769175711446063
224,Oregon,residential_percent_change_from_baseline,0.0020435781095337266,40.93982276676475,3.0002728993626167,0.7820769415140347
225,Oregon,retail_and_recreation_percent_change_from_baseline,0.0004482469141764418,54.531666642031546,6.537489855686153,0.9528118814499603
226,Oregon,transit_stations_percent_change_from_baseline,0.0004149605534434069,53.78160053715208,5.652165509699036,0.9711398290238504
227,Oregon,workplaces_percent_change_from_baseline,0.0004030293947167423,43.99999844086715,1.0000084947586325,0.5467727895271965
228,Pennsylvania,grocery_and_pharmacy_percent_change_from_baseline,0.0006209312307628943,39.722300389283994,5.349965090068126,0.9683054039047982
229,Pennsylvania,parks_percent_change_from_baseline,0.0009360519343107028,71.2599402778185,11.921199338827535,0.723675374687942
230,Pennsylvania,residential_percent_change_from_baseline,0.0022001913311789608,43.49357876721838,4.397955724693703,0.8945388845538624
231,Pennsylvania,retail_and_recreation_percent_change_from_baseline,0.0007713249183255409,38.98999737256919,2.5046396331798815,0.8707447606286175
232,Pennsylvania,transit_stations_percent_change_from_baseline,0.0008773944075072327,35.01895824718064,1.7688244202136025,0.7859998073732939
